id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1253924461146849280,"Bat soup is a million times stronger than Viagra.
You eat a bowl of it and can fuck the whole world.

#ChineseVirus19 #WuhanVirus #CPC #FilthyCommies #FuckChina",,,,,1,opinion,1,,,
1253944854813405184,A lawless country accusing the rule of law somewhere else. #chinazi https://t.co/iI71XZZO70,,,,1,,,1,,,
1253947159428251648,"Watch carefully..?👇

@desimojito @pokershash 
#coronajihad #coronavirus https://t.co/FG75Saie7J",,,,,1,video,1,,,
1253955412090486784,"#Corona 
#coronajihad 
#coronavirus 
Watch his hands.. https://t.co/iirJPPJIfX",,,,,1,video,1,,,
1253958522561159169,More Tests NOW #coronavirusjapan #covid19 https://t.co/Sf2fli7GTn,,,1,,,,1,,,
1253958617453088768,"@TuCaoFakeNews Bat soup is a million times stronger than Viagra.
You eat a bowl of it and can fuck the whole world.

#ChineseVirus19 #WuhanVirus #CPC #FilthyCommies #FuckChina",,,,,1,opinion,1,,,
1253979738265268224,"@AFP Additionally, #disinfected area is required for children.

https://t.co/XwEak900vC

#wuhanvirus #Chinavirus #Coronavirus #COVID19 #Coronaoutbreak #Chinaoutbreak #Mers https://t.co/pwTjl8CGZC",,,1,,,,1,,,
1253981393517858816,Something has to be done before it is too late. #CCPVirus #ChinaMustPay #chinazi #Covid_19 https://t.co/LAQsxI9L7U,,,1,,,,1,,,
1253987991791403008,"TWO new cases...,BOTH TRAVEL-RELATED: hashtags ONE-SEVEN in hashtag EIGHT (April 25, 2020; 18:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirus #CHINAvirus #wuhanflu #CHINAflu #COVID2019 #HONGKONG",,,1,,,,1,,,
1253988350417080320,"@AFP By using #disinfectant chemicals as a precaution, everywhere should be open as before.Otherwise the country's economy will get worse.

https://t.co/XwEak900vC

#Chinavirus #Coronavirus #Wuhanvirus #MERS #COVID19 #disinfection #protection #Wuhancorona https://t.co/LawldA1TDS",,,1,,,,1,,,
1254006250788052992,"@ArvindKejriwal asking plasma from covid19 recovered people &amp; Tablighi jamaat.

Can we replace #coronajihad to #plasmajamat .

Godi Media will not debate on this because this wil creat peace and love among people 

#plasmajamat #plasmajamat #plasmajamat 

https://t.co/Pj8gAYCXJP",,,1,,,,1,,,
1254007536790929408,"Coronavirus Updates: Global Cases Top 1.5 Million; Trump Preps Plan to Reopen U.S. in May
Read More: https://t.co/3LeibjQbkE
#cdc #cdccovid-19 #Chinacoronavirus #corona #coronavirus #coronavirusdeaths #CoronavirusinUS #coronavirusitaly #coronavirusmap #coronavirusnews https://t.co/RrF3P4oDEa",,,1,,,,1,,,
1254015881488691200,The #CCPVirus is at it again with another propaganda. Iisang Dagat? Get out of PH sea! https://t.co/AQHUXOC6cz,,,1,,,,1,,,
1254016493408288769,"@aajtak @harbhajan_singh Sanctions are definitely needed. Not only #WuhanVirus, the rise of #CCP is a threat to the whole in terms of livelihood and life. China must pay! #ChinaVirus #boycott_china_mncs #BoycottChina https://t.co/0zKuNnzJ8v",,,,1,,,1,,,
1254017998588870659,"Kerala Covid 19 Updates
#Covid19 #covid19india #corona #coronaindia #coronakerala #kochi #covidupdates #viakochi #kochiupdates #ernakulam https://t.co/BQVICEYfhw",,,1,,,,1,,,
1254044769317199873,"Today's Stats #india #covid_19 #coronaindia #coronavirus #novelcoronavirus #corona #indiafightscorona #indiaagainstcorona #lockdown @ Pune, Maharashtra https://t.co/2SqwM7EhGe",,,1,,,,1,,,
1254048802073264130,"This hashtag is now trending👉 #boycott_china_mncs 
Why should we #BoycottChina? 
1. The evil regime is killing countless ppl 
2. They produce fake products &amp; make ppl die (milk powder, eggs, etc)
3. More importantly, they spread #COVID19 worldwide &amp; they must be held accountable https://t.co/Xy6e2Jhx9e",,,1,,,,1,,,
1254056549997146112,"In my neck of the woods in #Japan, stores and people are taking precautions. Many stores have hung plastic barriers between staff and customers. Some staff are wearing gloves and face masks. Even the local @Starbucks has closed. #coronavirus #coronavirusjapan #lockdown https://t.co/Y5tOAxuNFw",,,1,,,,1,,,
1254061664783101955,"Native Americans disproportionately impacted by Covid-19 https://t.co/ksINHze0Oa via @YouTube 
Good morning from Northern #Arizona ☀️🎶 #Blessing to you all ❣️ #coronavirususa 😔🙏🏽 https://t.co/uNKaLXf4W4",,,1,,,,1,,,
1254073413905326083,Revealed: UK ministers were warned last year of risks of coronavirus pandemic https://t.co/rMljxHWSvf #cornavirus #coronavirusuk #Chinavirus #ChinaLiedPeopleDied the Givernment basically ignored a report published last year!,,,1,,,,1,,,
1254088265075851264,#ChinaMustPay First supporting terrorism by doting on Pakistan and now killing countless people globally with #coronavirus. We must #BoycottChina &amp; #BoycottChineseProducts completely. #ChinaLiedPeopleDie #WuhanVirus #boycott_china_mncs   https://t.co/5e5Wi9wFoG,,,,1,,,1,,,
1254090975837896706,"@red_scorpio3 @M_JClayton @AustinKellerman @JohnsHopkins (8) CONCLUSION:  Based on SCIENCE and data, the actions being taken to address #Coronavirus, make no longer make sense.

#WuhanVirus #WuhanCoronaVirus  
#ChinaCorona #ChinaCoronaVirus #CCPVirus #COVIDー19 #COVIDー19",,,1,,,,1,,,
1254094024148783104,"So how can you stop the spread?

You know it! #StayHome #StaySafe #SaveTheWorld

#coronavirus #covid #covidindia #covid19india #coronaindia #virus #disease #besafe #bebrave #bestrong #staysafe #dontpanic #educateyourself #staystrong #fightforlive #fightagainstcorona https://t.co/0LoQs5exbI",,,1,,,,1,,,
1254112525593063425,"Bronx Man shot multiple times in the head 🎲’$———————-

@HouseDemocrats #plannedemic #ChinaCorona 

M❤️ @POTUS 2020 https://t.co/DteOou96RS",,,1,,,,1,,,
1254113689365442565,Americans no longer trust China: Peter Navarro https://t.co/AtK1CFk6CB via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism  #FakeNews #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina #propaganda,,,1,,,,1,,,
1254115845183332355,"@NorbertElekes @turkiyeyabanci How long can we stop life? 

https://t.co/XwEak900vC

#Coronaindia #Indiafightscorona #Coronavirus #Wuhanvirus #Chinavirus #Chinaoutbreak #Newdelhi #India #Covid_19 https://t.co/3jtQ4Lq3ks",,,,,1,ad,1,,,
1254149404560326658,"Take a look at the extreme measures the CCP is using to lockdown residents April 2020
#CCPVirus
https://t.co/NKm5hTuEdf",,,1,,,,1,,,
1254164337750573056,Using the #Chinavirus #PanDumbic to pander for votes! https://t.co/FbHU5R7FB2,,,,,1,video,1,,,
1254191175311020032,"Boy, China really does want to crash all the capitalist economies and take over the world, doesn't it?

'No evidence' is wrong, but what this really means is it hasn't been proved scientifically yet. #FuckChina #WHO #stooges https://t.co/fggFPaj2X5",,,1,,,,1,,,
1254199950289899521,"@bennyjohnson @AdamSchiff 50,000 Americans as you put it have passed away due to #Chinavirus. But guess what you disgraceful weasel, President Trump didn't created or unleash it. It's a pandemic, the whole world was affected. Dumbass #madeinchina #productofchina #jackass",,,1,,,,1,,,
1254265873147330561,"1st UK coronavirus vaccine trial Volunteer, has DIED. #coronavirus #wuhanvirus #vaccine #ThesePeopleAreSick - Some states r pushing 2 make it mandatory, all around 2 get a vaccine. I call that B.S. Putting this POISON in your body is wrong - It's a MONEY RACKET - always has been. https://t.co/Ofv9JgT2yO",,,1,,,,1,,,
1254273333173972994,China sees the west 'as an enemy that must be overcome' https://t.co/sF0qlu2kTf via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina,,,1,,,,1,,,
1254306677886562305,Or else they'd mysteriously feel regret and suicidal for daring to question dear leader. #CCPVirus #XijinpingVirus #FuckChina #coronavirus,,,,,1,opinion,1,,,
1254334968928452609,"This is in Surat
Muslims are hell bent upon destroying this country. They are spreading Corona. We need hindu rashtra. #TablighiJamaat #coronajihad #arrestmaulanasaad https://t.co/8wVRU2Md18",,,1,,,,1,,,
1254353207129706496,"The global media made fun of Japanese people wearing masks even after this virus spread throughout the world. What does they say that US has decided to make people wear masks now?
#coronavirus #Corona #coronavirusjapan #CoronaLockdown",,,1,,,,1,,,
1254357924366843904,Too early to issue 'immunity passports' https://t.co/ajTn5tjS6z via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina,,,1,,,,1,,,
1254359504445194240,"#Chaostheory well and truly should be attributed to #Bateffect  spare the poor butterfly, Thanks to #Chinavirus #Covid19",,,,,1,opinion,1,,,
1254363333978972161,"If #coronavirus was released on purpose or by accident, is not clear, but it likely came from the virology lab. AND it is a fact that #Xijinping halted domestic travel on Jan 23 to prevent an epidemic but did not halt international travel! #chinaliedandpeopledied",,,1,,,,1,,,
1254365240285728768,"ZERO new cases (STILL @ 1037 cases): hashtags ONE-NINE in hashtags TEN &amp; ELEVEN (April 26, 2020; 19:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirus #CHINESEvirus #CHINAvirus #wuhanflu #CHINAflu #COVID2019 #COVID19 #HONGKONG #HK",,,1,,,,1,,,
1254385029280604161,"How to Properly Analyze Coronavirus Statistics and NOT PANIC | The News &amp; Why It Matters | Ep 519
Read More: https://t.co/p9E82ADcSs
#aaroncolen #blaze #BlazeMedia #blazetv #blazetv #californiapointsystem #Chinacoronavirus #conservative #conservativecommentary https://t.co/8OjIjQtGaa",,,1,,,,1,,,
1254396675302592512,This... #china #chinalied #chinaliedpeopledied #covid19 #ccpvirus #chinavirus #wuhanvirus https://t.co/5ekFReSNS9,,,,,1,opinion,1,,,
1254402047312572416,Factory I worked at preparing to open tentatively on May 4th #socialdistancing #flattenthecurve #COVID19 #coronavirus #coronavirususa #coronaviruspandemic #coronavirus2020 #CoronaOutbreak #CoronavirusLockdown https://t.co/9OyKwK9ON2,,,1,,,,1,,,
1254403400612995072,My goodness what propaganda!! Hope @realDonaldTrump takes them to cleaners on #Chinesevirus https://t.co/HJ6QhVJaw0,,,1,,,,1,,,
1254405804851032066,"United Nations: Call for the resignation of Tedros Adhanom Ghebreyesus, WHO Director General - Sign the Petition! https://t.co/ULB8fzjLeM via @ChangeAUS

#signiture #署名　#コロナ　#coronavirus #corona #FuckChina #Tedros #resignation",,,1,,,,1,,,
1254424543348867072,"#Kungflu With each passing second, minute, hour, day, week, month, year, decade → #democraticparty prove they’re bigger idiots than the day before #bailreform #COVID19prisonerrelease #NY #NYC #onepartyrule",,,,1,,,1,,,
1254424576546738177,"#Kungflu With each passing second, minute, hour, day, week, month, year, decade → #democraticparty prove they’re bigger idiots than the day before #bailreform #COVID19prisonerrelease #NY #NYC #onepartyrule",,,,1,,,1,,,
1254424597371457541,"#Kungflu With each passing second, minute, hour, day, week, month, year, decade → #democraticparty prove they’re bigger idiots than the day before #bailreform #COVID19prisonerrelease #NY #NYC #onepartyrule",,,,1,,,1,,,
1254425323338452993,@will_brendza It’s never too early to prepare / research how to get food and water from the wild if you need to. #prepare4cc #wuhanconoravirus #CoronavirusOutbreak #coronarvirus #coronaviruschina #coronavirususa #covid19 https://t.co/qqxNt0ELlb https://t.co/YdWadI3ui7,,,1,,,,1,,,
1254435403337043968,"@realDonaldTrump The only battle United States seems to be interested in is the battle with press, Not Novel Coronavirus... #coronavirus #coronavirususa #COVID19 #DonaldTrump",,,,1,,,1,,,
1254443003877326848,"And now China is engulfing Hong Kong step by step, little by little. #hongkongisnotchina #hongkong #china #ccpchina #Chinamustfall #ChinaVirus #China_is_terrorist #chinazi #ChinaLiedAndPeopleDied #BoycottChina #boycottchinaproducts #CCP_is_terrorist #COVID #COVID19 #CCPVirus #Ccp https://t.co/E7PZMu8gBN",,,,1,,,1,,,
1254453727886487554,#Brexit was right...@realDonaldTrump was right...@Nigel_Farage was right...the EU is useless &amp; a walking dog for the Chicoms. #CCPVirus https://t.co/kT0nZq3ko4,,,,1,,,1,,,
1254556944880283650,"@ABC #Chinese #Propaganda

🇨🇳🦇🇨🇳🦇🇨🇳
#CCP created #Covid19 #BioWeapon = #SARS + HIV proteins.
💀♨️♨️♨️♨️
🇨🇳#ChinaLiedPeopleDied 🇨🇳
🇨🇳#ChinaVirus #MadeInChina 🏗
🇨🇳🦠🏥🦠🦠🇨🇳 #RedVirus #CCPVirus #CoronaVirus #Wuhan #FlattenTheCurve #chinaIsAsshoe #MakeChinaPay https://t.co/db5lWETwGE",,,1,,,,1,,,
1254558537981796352,"@DineshDSouza What slipped under the radar is that the CDC altered reporting guidance when they issued the new ICD code for #CCPVirus (#coronavirus) deaths.

The guidance is clearly biased in favor of CCPVirus as the CoD.  

https://t.co/Nrfg4gdfEG",,,1,,,,1,,,
1254591011097063424,"They need to take this shit out on #ChinaIsAsshoe and not us taxpayers!

Maybe #CCPVirus pays better than us.

#FuckChina https://t.co/uIDhr9UuSH",,,,,1,opinion,1,,,
1254591213040103425,"@BlockaWilson @welosthim @KieranRooneyCM @theheraldsun You need help if you can’t see that #DictatorDan is having a ball keeping us all at home, screwing small business and the less financially well off who can’t work thanks to the #Chinavirus",,,,1,,,1,,,
1254596116399616006,"#makeyourownmask #hkmask #clothmask #COVID19 #wuhanvirus #ccpvirus #savetheworld 
Make your own mask, HK mask, part 1 - cutting the cloth https://t.co/cmoGpWyilI",,,1,,,,1,,,
1254611658447732737,"What is Coronavirus | Coronavirus Symptoms | How to Safe During the virus outbreak
Read More: https://t.co/7KpZUzPiew
#Chinacoronavirus #coronavirus #coronaviruslatest #coronavirus #coronaviruscases #coronaviruschina #CoronavirusExplained #coronavirusindia https://t.co/SfIbpmnVWj",,,1,,,,1,,,
1254623585508798464,"The strongest endorsement yet &amp; motivation to pursue even more aggressively on the international stage for a full, open and transparent enquiry #WuhanVirus #MadeInChina #ChinaLiedPeopleDied #FuckChina https://t.co/fZ7Y7598DB",,,1,,,,1,,,
1254627242300276736,"Apparently, doctors and coroners couldn't get Cause of Death right BEFORE the #CCPVirus.

Meaning we have ZERO reliable data on who died from CCPVirus. We quite literally do not know.

https://t.co/SiV1GSPzBp

#news #RealityMatters #pandemic #FollowTheData",,,1,,,,1,,,
1254646775601745921,"Watch what happened at 31:31 in @DaHonestyPolicy's broadcast: 🔥#PoliticalRumble🔥 4-27 #CCPVirus #WuhanVirus #covidsafe #lockdownhustle #politics #news #DaAngels #DaNation #GoLive

https://t.co/LQiROoLyNS",,,1,,,,1,,,
1254648927326023691,"#ChinaUS #StandWithHK #Hkig #HKHRDA #CoronavirusOutbreak #coronoavirus #coronaviruses #WuhanCoronavirusOutbreak  #WuhanVirus #Deathtoll  #ChinaziVirus  #WuhanCoronavius 

Kim Jong Un reporting?? Someone's got it very wrong: https://t.co/TBYHpF2EB0",,,1,,,,1,,,
1254658966837030912,"Steam did a good job
#MilkTeaAlliance, is time to enjoy！

#CCP_is_terrorist https://t.co/bUUJR5KQOZ",,,,,1,opinion,1,,,
1254659046168121345,"""Share This To Spread Positivity""..... Let's stay strong against corona virus. Follow government guidelines and stay safe. Help needy and poor people around you.#missionfitindia #coronavirus #covid_19 #coronaindia #stayhome #staysafe #coronamp #coronamumbai #coronadelhi #fit https://t.co/qhDOQRKH8R",,,,,1,support,1,,,
1254674001470779393,"@katy_krazy_xoxo @HKWORLDCITY China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina",,,,1,,,1,,,
1254674646991024128,"#taxed from elsewhere 
#fear is your problem not mine. #coronavirus #Kungflu #china is to blame
#CalmDownItsOkay https://t.co/zZMFy0eRbA",,,,,1,opinion,1,,,
1254700330723364866,"China is a threat to the world, now spreading its dictatorship
#chinazi https://t.co/ZwcZ9Dt7w0",,,,1,,,1,,,
1254714512781062146,"Another way of looking at this Chinese virus hysteria #chinaliedandpeopledied
Doctors TOTALLY Blow The Whistle on Covid-19 ? ""Classic COINTELPRO - Goo... https://t.co/fy2YHccnBx via @YouTube",,,1,,,,1,,,
1254715291600330752,Donating my mask quota. #taiwancanhelp #wuhanvirus #covid_19 #donatemasks #proudtaiwanese #proudoftaiwan https://t.co/cb7FLYNkMY,,,,,1,support,1,,,
1254720282977202179,"THE TRUTH about high probability Wuhan lab leaked #covid19!: 
READ THIS FOR AN INTRO: https://t.co/ooriYHFd48
AND READ THIS FOR A MORE THOROUGH EXPLANATION OF THE SCIENCE: https://t.co/FRODbsB1gv

#wuhanlableak #shizhengli #chinaliedpeopledied #makechinapay #wuhanlab #zhenglishi",,,1,,,,1,,,
1254720481070120960,"Time @realDonaldTrump and the #US got on board with this. Guessing @BorisJohnson won't have the balls. #SanctionChina for the #ChinaVirus.

#Reparations are due to the world #China. #Timesup you are the VIRUS.

#COVID19 https://t.co/M5vbkyqgwV",,,,1,,,1,,,
1254723103847886848,"ZERO cases (SECOND CONSECUTIVE day): hashtags ONE-NINE in hashtag TEN (April 27, 2020; 16:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirus #CHINESEvirus #CHINAvirus #wuhanflu #CHINAflu #COVID2019 #COVID19 #HK",,,1,,,,1,,,
1254743442220969985,"COVID-19: Japan Under a State of Emergency - NHK Documentary | NHK WORLD-JAPAN On Demand https://t.co/C4CYfvD7pQ 
#coronavirus #coronavirusjapan #covidsafe #COVDI19 #nurse #コロナに負けるな",,,1,,,,1,,,
1254761419616202753,"@bborrell are you aware that #ChinaLied from the beginning and continues to do so? I would have to believe that #China is still lying about the #coronavirus data to deliberately mislead our Doctors. Yet you do not report #ChinaLied.

https://t.co/HEUqy9XCQW",,,1,,,,1,,,
1254765456985972736,China is playing us for mugs' throughout the COVID-19 crisis https://t.co/X8LSNlT6uH via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina,,,1,,,,1,,,
1254773215810863105,"@realDonaldTrump China should pay the world an apology and compensation

#COVID19 #Chinavirus #Coronavirus",,,,,1,opinion,1,,,
1254777557464961024,"Coronavirus Updates: U.S. Surgeon General Doubts May Reopening; New York Deaths Slow
Read More: https://t.co/GdhAtgKc7G
#Chinacoronavirus #coronavirusbystate #coronaviruscalifornia #coronaviruscases #coronavirusdeathtoll #coronavirusdeaths #CoronavirusinUS https://t.co/RfWpdP791R",,,1,,,,1,,,
1254778596121473032,"Nicholas Kamm/Getty Images
Fox News host Sean Hannity bought 500 New York Yankees tickets for coronavirus medical workers this week.  #AinsleyEarhardt #Coronavirus #Covid19 #EdHenry #foxnews #GriffJenkins #PeteHegseth #SeanHannity #TV #Wuhancoronavirus https://t.co/o1m7SXbkxl",,,1,,,,1,,,
1254783405109047298,"CoronaVirus: Doctor are not heroes, they're zeroes! https://t.co/KtXHfAzRGV

#doctors #nurses #coronavirus #Covid_19 #Coronavirustruth #COVID covid 19 #EmptyHospitals #FirdousAshiqAwan #coronavirususa #PlasmaTherapy #covidsafe #CoronaVirusPakistan",,,1,,,,1,,,
1254783814670278656,"Never trust #china.
China is evil.
#CCP_is_terrorist #CCPChina #COVID19 https://t.co/yFQwHcnOTg",,,,,1,opinion,1,,,
1254787662805778437,"We’re not going back to normal

#endowments #wealthmanagement #privateequityfirms #hedgefunds #familyoffice #investments #crypto #profits #privateequity #investment #economy 

#covid19 #corona #coronavirus #wuhanvirus #wuhan #china #US #chinavirus 

https://t.co/Dq0vP054hS",,,1,,,,1,,,
1254795863119007744,"Germany, New Zealand and Vietnam are doing great against the #coronavirus #Chinesevirus . kudos to their governments.",,,,1,,,1,,,
1254796318226210819,"74,731 new #COVID19 cases globally, with over 207K total dead, and 27631 new in the USA https://t.co/IhRMdvOMLD #coronaviruspandemic #coronavirususa #globalpandemic https://t.co/gyBHKY0qYG",,,1,,,,1,,,
1254809934966820865,"Chinese officials are telling Chinese citizens in Russia not to return to China because the risk of #CCPVirus #covid19 

What does that say about the virus in China, knowing Russia’s numbers?

https://t.co/WAGYlgxVFN",,,1,,,,1,,,
1254816144600399872,"@SkyNewsAust CCP IS A Liar #ChinaLiedAndPeopleDied We need money and well economic development. However, The truth is more important. China (CCP) owes the world an apology and truth. Please #BoycottChina #WuhanVirus #ChinaLiedPeopleDie #CCPVirus #ChinaMustPay #ChinaIsAsshoe #MakeChinaPay https://t.co/0jvs6xgZLI",,,,1,,,1,,,
1254848325074862080,"Let's pledge to buy fruits &amp; vegetables only from Saffron Flag walas. 

Let's boycott those whose only motive is to spread #COVID19.

Let's boycott Taklifi Jamat.

#revenge #coronajihad #Hinduphopia_In_Jharkhand
#HinduphobiaInJharkhand https://t.co/peRu9oULoI",,,,,1,opinion,1,,,
1254850436873326592,"@SecAzar You JUST opened dialogue to Taiwan regarding this?!? Why not back in January or February?!?

#coronavirus #ChinesePneumonia #WuhanCoronavirus #WuhanPlague #ChinaVirus #ChinaCoronavirus #ChinaLiedAndPeopleDied #ChinaShouldPay #ThanksChina #Pandemic #Outbreak #ResidentEvil",,,,1,,,1,,,
1254929008225107968,"@SariArhoHavren Prices of critical supplies fr🇨🇳 rocketed!
🇨🇳 hv all those medical supplies selling at least 10-20 x higher! 
India has claimed $ of the new deal signed of #COVID19 test kits fr #China has shot up 145%!
Evil #CCP uses medical/medicine supplies to coerce the🌍 to kowtow!
#chinazi",,,1,,,,1,,,
1254971389901025280,"Information on the damn virus by doctors. 
Nothing wrong with taking precautions so by all means let's do that &amp; get back to work!
#BiasMedia #MainstreamMedia stop the fear mongering! 
#Chinavirus #WuhanVirus #Covid19 #coronavirus#ChinaLiedAndPeopleDied 
https://t.co/Weqr0iGD2d",,,1,,,,1,,,
1254972994943741957,"@GavinNewsom We need ACCURATE standardized test kits for ALL Californians to get tested!

#coronavirus #ChinesePneumonia #WuhanCoronavirus #WuhanPlague #ChinaVirus #ChinaCoronavirus #ChinaLiedAndPeopleDied #ChinaShouldPay #ThanksChina #Pandemic #Outbreak #ResidentEvil",,,,,1,opinion,1,,,
1254988987489554432,"@dyro874 @donaldherring11 States are definitely inflating #WuFlu deaths. 

Or conflating and using the primary cause of death as #WuhanVirus",,,,,1,opinion,1,,,
1254993264719077378,"@globaltimesnews Kettle calling Pot Black... #BoycottChina
#BoycottChineseProducts #ChineseBioterrorism #ChinaVirus #ChineseVirus #ChinaMustPay #ChineseWuhanVirus #ChineseCoronaVirus #ChinaLiedPeopleDied #ChinaLiedPeopleDie https://t.co/TiMJWMhjNY",,,,,1,opinion,1,,,
1254993410315874304,"As of 27/4/2020 12:00

Confirmed       13385 (+201)
　Hospitalized  11311 (+128)
　Discharged    2905 (+90)
　Death         351 (+3)

Excluding Diamond Princess cruise ship

Dashboard: https://t.co/8DxtfiJYZH

#COVID19 #Covid_19 #coronavirus #coronavirusjapan",,,1,,,,1,,,
1254996499295059979,"Wuhan residents reveal the truth as CCP celebrates victory against CCP virus. US challenges China
Read More: https://t.co/EAQUl8yHwB
#ccpvirus #China #Chinacoronavirus #ChinainFocus #ChinainFocusNTD #chinanews #chinavirus #coronavirus #coronavirus #coronaviruschina https://t.co/V4kruELxZW",,,1,,,,1,,,
1254996798248071168,"@Andrew_Adonis China spread the #WuhanVirus and now still tried to shirk the responsibility. They suppressed Australia, and then #EU countries and finally the whole world. So we must stand together and fight against the totalitarian #CCP. 
#CCP_is_terrorist 
#ChinaMustPay https://t.co/dZlwbEt9X2",,,,1,,,1,,,
1254998441714806785,"#China is installing surveillance cameras outside people's front doors and sometimes inside their homes: 
@CNN
 
https://t.co/NiuRrQQCK0

#xitler #chinazi #trending #BreakingNews #COVID19Pandemic #COVID19 #COVID2019india 

@Dontforgetlovem
@0dy3253j1b22201
@Brooklynmonk 
@QuantyT https://t.co/42AJ4SUZ9A",,,1,,,,1,,,
1254999162661175296,"Always remember these GS1 Barcodes, 
the first 3digits specifies the country of origin.

So do your part and #BoycottChina !
because #ChinaLiedPeopleDied 
about the #wuhanvirus and they are #ChinaRacist .
Let's make a stand and #BanChina for good. https://t.co/fZWbpdQGLc",,,1,,,,1,,,
1255020414780215296,"First graders back to school in #Hangzhou, with #socialdistancing headgear

#ChinaCorona https://t.co/eU9nlTAxGZ",,,1,,,,1,,,
1255049817316827136,"Problems Are Not Stop Signs , They’re Guidelines ! 👈🏾 Always REMEMBER

#shein #sheinxme #sheingurls #sheingirls #forever21 #f21 #corona #covid #covid19 #coronaindia #coronamumbai #lockdown #india #mumbai… https://t.co/kYKTnH3ZMl",,,,,1,opinion,1,,,
1255052150389919746,"@hk62011 @SSEq0U91tMeeSsC @demosisto China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina",,,,1,,,1,,,
1255077386602909699,@TIME China has to be isolated from the world. No travel no trade until #china can be trusted not to infect the world again. #China has to pay for its #COVID19Pandemic The world can no longer afford #China its eating habits &amp; arrogance treating the world as lab rats #Virus #madeinchina,,,,,1,opinion,1,,,
1255079580286754822,"China expels WSJ journalists for &amp;#39;discrediting the Chinese&amp;#39; over coronavirus outbreak | News
Read More: https://t.co/nRFSuGnbmQ
#abpnews #China #Chinacoronavirus #chinahospitalcoronavirus #chinanewcoronavirus #chinanews #chinapneumoniaoutbreak #chinavirus https://t.co/kzMV0S1FjR",,,1,,,,1,,,
1255109855481942017,"US hits back after Chinese regime blames them for bringing coronavirus to China | China in Focus
Read More: https://t.co/x7ybqcLROY
#ccp #ccpvirus #Chinacoronavirus #chinafocus #ChinainFocus #chinanews #chinavirus #chinesevirus #coronavirus #coronairusnews #coronavirus https://t.co/cVijO1s2oS",,,1,,,,1,,,
1255130478467674112,"Nothing is shameful then this by Peacefull moron, Promises you ..

#Islamophobia #coronavirus #coronajihad #pakistanis4pakistanis https://t.co/iGwCMN5YI2",,,,,1,opinion,1,,,
1255132332043800578,"@hellomates7 @Reuters It really is that simple . . . China has prevented accurate investigation by destroying the Wuhan Wet Market in addition to its multilayered lies and obfuscations since December, 2019 . . . The #wuhanpneumonia started where it is named for. End of subject.",,,1,,,,1,,,
1255135893758767106,"Carrie Lam keeps lying
#HongKong #China #chinazi #WuhanVirus #WuhanCoronavius #CCPVirus https://t.co/u1K8XavOGo",,,,1,,,1,,,
1255162012444905472,@HKWORLDCITY @HuXijin_GT The #ChineseCommunistParty is a threat for whole world. The communist regime &amp; #XijinpingVirus endangered the world by creating propaganda. The communist regime is a real sick man of earth.#CCP_is_terrorist #COVID19 #coronavirus,,,,1,,,1,,,
1255164242795335681,@EpochTimesChina The #ChineseCommunistParty is a threat for whole world. The communist regime &amp; #XijinpingVirus endangered the world by covering up the truth.The communist regime is a real sick man of earth.#CCP_is_terrorist #COVID19 #CCPViurs,,,,1,,,1,,,
1255168236036820992,"@WIONews @palkisu Oh lord, @palkisu eviscerates China Xi Jinping for exporting the #wuhanvirus, then destroys  @BorisJohnson  and Trump for their disastrous response to the #wuhanvirus.",,,1,,,,1,,,
1255194532997591040,"Multiple indicators show that #CCPVirus was from a P4 lap in #Wuhan. There is a big possibility that #CCP was spreading #coronavirus with the help of @WHO hiding it. @realDonaldTrump should close off #China forever!
#BoycottChina
#CCP_is_terrorist https://t.co/2CYXcrYPz6",,,1,,,,1,,,
1255201973877514246,@IndoPac_Info The #ChineseCommunistParty is a threat for whole world. Wrong headed #XiJinping is a real sick man of earth. It’s a wake up call for the west. #CCPVirus . #CCP endangered the world by covering up the truth for more than a month during early #COVID19 outbreak. #CCP_is_terrorist,,,,1,,,1,,,
