1270445606490771464,#Uyghur #UyghurHolocaust #uyghurpulse #Uyghurlivesmatters #uygur #Uighur #Dogutuerkistandazuluemvar #DoğuTuerkistanYalnızDeğildir #doğutürkistan #uygurlarabayramyok #uyghurgenocide #EastTurkistan #China_is_terrorist #ChinaVirus #Cami BÖLE İYİ Mİ? https://t.co/FieNPa1VCA,Uyghur UyghurHolocaust uyghurpulse Uyghurlivesmatters uygur Uighur Dogutuerkistandazuluemvar DoğuTuerkistanYalnızDeğildir doğutürkistan uygurlarabayramyok uyghurgenocide EastTurkistan China_is_terrorist ChinaVirus Cami,tr,Tue Jun 09 20:00:10 +0000 2020,120179981,tatarislamtürkü,,,,başkent
1270148145394180097,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:18:10 +0000 2020,2194616593,Laurie ( Text Trump to 88022),,,,United States
1270148217657716736,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:18:27 +0000 2020,429712104,cableitoh01,,,,Hong Kong
1270148332845969408,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:18:55 +0000 2020,2194616593,Laurie ( Text Trump to 88022),,,,United States
1270148407764480001,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:19:13 +0000 2020,902567978,"""WE"" Are 4 FREEDOM",,,,CALIFORNIA
1270148484243562497,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:19:31 +0000 2020,1114128840262131712,theREAL Ih8uJACK™🌪⚠️,,,,BFE
1270148507878342656,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:19:37 +0000 2020,2299901844,Ms.F🌺🐹🆘️❤🎈🎁😷🖐🏻☝🏻🇬🇧🇺🇸🇯🇵,,,,World
1270148511611457538,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:19:38 +0000 2020,1170161317283553281,Bone ~~I AM SC-STRONG~~,,,,United States
1270148525154643968,"RT @Bigthin83310115: 米司法省は、N95マスクの基準を満たしていない偽の商品を50万枚近く米国の業者に販売したとして中国企業を起訴した。
恥知らず、悪魔の国だ。
#CCPVirus #terroristChina  https://t.co/kLKlOQ90…",CCPVirus terroristChina,ja,Tue Jun 09 00:19:41 +0000 2020,1263306812347969536,motokana0527,,,,東京 新宿区
1270148558478626819,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 00:19:49 +0000 2020,884985856595038210,🐜动手指头战友🐜,,,,United States
1270148611691524098,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:20:01 +0000 2020,57431771,Greg,,,,"Kentucky, USA"
1270148623486115840,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:20:04 +0000 2020,3071844357,Sox Addict in PA **No Lists**NO TRAINS,,,,"Pennsylvania, USA"
1270148780189507584,"RT @danisjai: @SolomonYue #CCPVirus China spread the virus and fake news about the plague!!!!
#CCPChinaJudgmentDay is comming soon!!!!!!!
C…",CCPVirus CCPChinaJudgmentDay,en,Tue Jun 09 00:20:42 +0000 2020,819253525783998465,Mary🇺🇸🇮🇱🎼✝️,,,,United States
1270148955515559937,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:21:23 +0000 2020,1173942004562219008,lisarenne67,,,,"Atlanta, GA"
1270148979926470658,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:21:29 +0000 2020,805862640782217217,Mae ❤️🇺🇸1st,,,,United States
1270149052026564608,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:21:46 +0000 2020,730841377777451008,Proud Texan,,,,United States
1270149086445031425,"RT @bindyb123: #WhoWho? Dr.TedGeb, the director of WHO is not even a doctor...so I see this as #FakeNews #Covid19
#ChinaLiedPeopleDied http…",WhoWho FakeNews Covid19 ChinaLiedPeopleDied,en,Tue Jun 09 00:21:55 +0000 2020,76613646,Donald✌️Patriot,,,,Down on Main Street 🇺🇸USA 
1270149147392217093,David vs Goliath: Defending Hong Kong https://t.co/JNpIpxC6t6 來自 @YouTube #HongKongNeedsHelp #HongKongers #hongkongpolicebrutality #HongKongProtests #hongkongpolicebrutality #china #Chinazi #ChinaLiedPeopleDied #ChinaVirus #ChineseCommunistParty #AsianLivesMatter,HongKongNeedsHelp HongKongers hongkongpolicebrutality HongKongProtests hongkongpolicebrutality china Chinazi ChinaLiedPeopleDied ChinaVirus ChineseCommunistParty AsianLivesMatter,in,Tue Jun 09 00:22:09 +0000 2020,3038567148,Bond,,,,Hong Kong
1270149329894981632,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:22:53 +0000 2020,751163203527249920,Jeanne Loberg#KAG2020#OBAMAGATE#,,,,CANANDAIGUA NY
1270149643956097031,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:24:08 +0000 2020,2934785467,🦊The Sly SilverFox🦊,,,,BaconLand
1270150072957689856,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:25:50 +0000 2020,1177270007849308160,HKERS,,,,Japan
1270150377397256193,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:27:02 +0000 2020,948464246064427008,4 Laura Loomer “The Antidote to The Squad”,,,,Colorado CD-3
1270150844621697024,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:28:54 +0000 2020,999116887878524935,Manny The Crazy Cuban,,,,"Florida, USA"
1270151685445312514,"RT @danisjai: @SolomonYue #CCPVirus China spread the virus and fake news about the plague!!!!
#CCPChinaJudgmentDay is comming soon!!!!!!!
C…",CCPVirus CCPChinaJudgmentDay,en,Tue Jun 09 00:32:14 +0000 2020,113500036,❌JBop ❌,,,,Brea California 
1270151706764906496,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:32:19 +0000 2020,1269825040863936512,Shake Awake 🐸🇺🇸🇮🇹,,,,"Chicago, IL"
1270152021421592576,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:33:34 +0000 2020,1162598769109508097,Fury D Lam 😷,,,,Hong Kong
1270152135695458304,RT @SolomonYue: New fresh evidence on #CCPVirus is here.🌐will see🇺🇸D-Day on🇨🇳reparations beach 4 3 reasons: fresh evidence like this/#Xitle…,CCPVirus,en,Tue Jun 09 00:34:02 +0000 2020,52447959,bubu,,,,香港
1270152189827330048,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:34:14 +0000 2020,987776725936459782,Alan Dupuis,,,,"Shreveport, LA"
1270152226267369474,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:34:23 +0000 2020,729389585445363713,CCM PATRIOT,,,,"Maryland, USA"
1270152390650368001,RT @PeterNavarro45: China virus hits the two key pillars of American cities -- high rise building density and mass transit.  #ChinaLiedPeop…,,en,Tue Jun 09 00:35:02 +0000 2020,861239530183024642,Hakucho Laker🇺🇸🇺🇸🇺🇸,,,,Princeton，NJ
1270152613624008704,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 00:35:56 +0000 2020,721625600062922752,美化人生✊️✊️✊️,,,,"Florida, USA"
1270152663817166855,"#TankTedros #FireThemAll #ChinaLiedPeopleDied 
#WHO let the germs out 
#WHO should be charged with #CrimesAgainstHumanity https://t.co/3DyO0gQ6cR",TankTedros FireThemAll ChinaLiedPeopleDied WHO WHO CrimesAgainstHumanity,en,Tue Jun 09 00:36:08 +0000 2020,973201147510091776,Margaret May McConnaughy ( it rhymes),,,,"Puerto Rico, USA"
1270154375462297611,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:42:56 +0000 2020,1189907538579513344,Abitbitchie,,,,"Backassward, LA"
1270154676965715970,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:44:07 +0000 2020,1397625900,We Choose to Be Free ⭐️⭐️⭐️,,,,"San Antonio, TX"
1270154862861275137,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:44:52 +0000 2020,956786002382630912,HKger.chi.n.ney,,,,Hong Kong
1270155208421552129,#StandWithHongKong #FightForFreedom #HongKongProtests #HongKongNeedsHelp #HongKong #PoliceBrutality #YouCantStopUs #HKPoliceState #5DemandsNot1Less #chinazi #SayNoToChina https://t.co/IDGob1SVAo,StandWithHongKong FightForFreedom HongKongProtests HongKongNeedsHelp HongKong PoliceBrutality YouCantStopUs HKPoliceState 5DemandsNot1Less chinazi SayNoToChina,und,Tue Jun 09 00:46:14 +0000 2020,1169244348648587264,kelvinlai,,,,Hong Kong
1270155487502381060,"参议员玛莎·布莱克本

中国共产党可能从10月份开始就知道了这种冠状病毒。

但是中共 #CCP 一直等到12月31日才开口说话。
#ChinaLiedPeopleDied

【转发美国广播新闻：

研究人员表示：卫星数据显示，冠状病毒可能更早袭击中共国】 https://t.co/Y9HIIKjIRI https://t.co/WCCfWeoR1U",CCP ChinaLiedPeopleDied,zh,Tue Jun 09 00:47:21 +0000 2020,866779341883146244,推推党萱萱部长（自封）👊,,,,new jersey
1270155598986792960,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:47:47 +0000 2020,704113037033103360,🌻🌻Texas Gal 🌻🌻,,,,The lone star state
1270155916181032961,@XHNews #ChinaLiedPeopleDied #ChinaVirus,ChinaLiedPeopleDied ChinaVirus,und,Tue Jun 09 00:49:03 +0000 2020,128158797,viresh luthra,,,,dilli bc
1270155947948699648,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:49:11 +0000 2020,1259578531408867329,EileenJo,,,,United States
1270156099161915392,RT @bruthildus: #ChinaLiedAndPeopleDied https://t.co/W6N223qDjT,ChinaLiedAndPeopleDied,und,Tue Jun 09 00:49:47 +0000 2020,630422888,MagiciansWheel,,,,Planet Earth
1270156307668975621,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:50:36 +0000 2020,987691980397264902,Whiskey Girl 🇺🇸🇺🇸🇺🇸,,,,@WhiskeyGirl 👉
1270156317508820992,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 00:50:39 +0000 2020,866012272212062208,雨荷夏風,,,,越南
1270157050811736065,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:53:33 +0000 2020,1069375726539943936,Life is Good⭐️⭐️⭐️#MAGA #Trump2020 #NRA #WWG1WGA#Q,,,,"Florida, USA"
1270157291963076615,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 00:54:31 +0000 2020,1236490547960803333,Henry Ng,,,,香港
1270157463065636864,"RT @bindyb123: #WhoWho? Dr.TedGeb, the director of WHO is not even a doctor...so I see this as #FakeNews #Covid19
#ChinaLiedPeopleDied http…",WhoWho FakeNews Covid19 ChinaLiedPeopleDied,en,Tue Jun 09 00:55:12 +0000 2020,1506905197,Clutter of Felines,,,,"Texas, USA"
1270157665268715525,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:56:00 +0000 2020,897607805334544388,The Responder 🇺🇸,,,,United States
1270157851248537605,RT @PeterNavarro45: China virus hits the two key pillars of American cities -- high rise building density and mass transit.  #ChinaLiedPeop…,,en,Tue Jun 09 00:56:44 +0000 2020,1961529889,USA Patriot - Text TRUMP to 88022,,,,"Houston, TX"
1270158166324424704,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:57:59 +0000 2020,528999980,𝓡𝐄𝐍𝐀𝐓𝐀☆· ˖°,,,,United States
1270158290962415616,"#MAGA2020 #1A #2A #WeThePeople #WeAreTheNewsNow 

#DigitalSoldiers #TheGreatAwakening #WWG1WGA #TheStormIsUponUs 

#EXPOSEANTIFA #VoteRedToSaveAmerica #RuleOfLaw 

#ChinaLiedPeopleDied #WHOLiedPeopleDied #GlobalistsLiedPeopleDied #MediaLiedPeopleDied #HollywoodLiedPeopleDied https://t.co/lErQvaK1UO",MAGA2020 1A 2A WeThePeople WeAreTheNewsNow DigitalSoldiers TheGreatAwakening WWG1WGA TheStormIsUponUs EXPOSEANTIFA VoteRedToSaveAmerica RuleOfLaw ChinaLiedPeopleDied WHOLiedPeopleDied GlobalistsLiedPeopleDied MediaLiedPeopleDied HollywoodLiedPeopleDied,und,Tue Jun 09 00:58:29 +0000 2020,714653758379020288,CuriousAboutTrump 🐸 #1A #2A #WWG1WGA 🇺🇸 🗽,,,,Coalinga California USA 🗽
1270147150836576256,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:14:13 +0000 2020,723303561140928512,"Rain-N-Libtears. / 🇺🇸❤️❤️🇺🇸TRUMP2020,❤️❤️💯",,,,"South Carolina, USA"
1270147943127937024,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:17:22 +0000 2020,758473671304286209,Suzanne,,,,"Buckley, WA"
1270148705598005254,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:20:24 +0000 2020,751552860303683584,👠IStandWithTrump ⭐️⭐️⭐️GeneralFLYNNisEXONERATED,,,,Libs’ Nightmares
1270150157829619712,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 00:26:10 +0000 2020,123734390,Jason,,,,"Markham, Ontario"
1270151380720922628,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:31:02 +0000 2020,3914240595,Hort,,,,"Ohio, USA"
1270153064532463619,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:37:43 +0000 2020,1269064413505556480,📌𝕯𝖎𝖘𝖕𝖆𝖙𝖈𝖍📌,,,,"South Carolina, USA"
1270153454237945862,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:39:16 +0000 2020,21677872,ATX Patriot,,,,"Austin, TX"
1270153995407880192,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:41:25 +0000 2020,969444209940889600,Ernie Plumley⭐️⭐️⭐️,,,,In the messed up state of Ca.
1270156088583663617,#StandWithHongKong #FightForFreedom #HongKongProtests #HongKongNeedsHelp #HongKong #chinazi #SayNoToChina #CCPChina #BoycottChina #CCP_is_terrorist #CCPVirus https://t.co/XweTBFLJzW,StandWithHongKong FightForFreedom HongKongProtests HongKongNeedsHelp HongKong chinazi SayNoToChina CCPChina BoycottChina CCP_is_terrorist CCPVirus,und,Tue Jun 09 00:49:44 +0000 2020,1169244348648587264,kelvinlai,,,,Hong Kong
1270156184960581632,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 00:50:07 +0000 2020,79219229,Kevin Sheahen,,,,Pittsburgh
1270156792237035520,"RT @jenniferatntd: A study questioning the existence of #RaTG13, which is said to show 96.2% genome homology with #SARSCoV2 (#CCPVirus). Th…",RaTG13 SARSCoV2 CCPVirus,en,Tue Jun 09 00:52:32 +0000 2020,1132609260490244096,ThePhDStudentUK,,,,The Library
1270157451665346562,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 00:55:09 +0000 2020,785904629859115008,Pammy Jean Evans,,,,"Huntington Beach, CA"
1270158097118449664,"【新冠物語-13-出口轉內銷】
中國豆腐渣工程無所不在
總是發生在你意想不到的地方給你驚喜!
【新冠物語-14-蓮花清瘟】
近日中國假功夫了得
法院還會強搶人民財產呢
#COVID #COVID19 #ChinaVirus #China #Chinese  #武漢肺炎 #武汉肺炎  #ChinaLiedPeopleDied #coronavirus #中共病毒 #中共 #中國 https://t.co/JGYz3fKzVy",COVID COVID19 ChinaVirus China Chinese 武漢肺炎 武汉肺炎 ChinaLiedPeopleDied coronavirus 中共病毒 中共 中國,zh,Tue Jun 09 00:57:43 +0000 2020,1237941770844962816,阿共不要來 Agongnotsee,,,,Taiwan
1270159318076309509,#COVID19 ZERO DEATHS IN #HONGKONG while fighting #China #CCP_is_terrorist https://t.co/4vVgeGdKge,COVID19 HONGKONG China CCP_is_terrorist,en,Tue Jun 09 01:02:34 +0000 2020,52321301,BRENDA SHORT,,,, USA
1270159708196704257,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 01:04:07 +0000 2020,405341045,❤️🇺🇸𝔸ℤ4𝕋rump⭐️⭐️⭐️,,,,United States
1270161797098733571,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 01:12:25 +0000 2020,2856066637,UGA Dawg ⭐️⭐️⭐️,,,,"Valdosta, GA"
1270162678179397633,@FalconHorus309 @nknkoo @HKrassenstein @realDonaldTrump I know you are deranged and it's hard to grasp that you have been lied to. I get it out hate your @POTUS @realDonaldTrump but what exactly am I brainwashed about. Before the #ChinaFlu #WuhanVirus #ChinaLiedAndPeopleDied he had the greatest economy ever and will again. So go on...,ChinaFlu WuhanVirus ChinaLiedAndPeopleDied,en,Tue Jun 09 01:15:55 +0000 2020,1202965789919330304,GOD WINS #ObamaGate #AllLivesMatter,,,,The Moon
1270167748564316160,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 01:36:04 +0000 2020,52910143,Josie Thorp-Mathis,,,,"Huntington Beach, CA"
1270168789313826818,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 01:40:12 +0000 2020,864007682,🇺🇸✝️D.Marie✝️🇺🇸,,,,"Louisiana, USA"
1270169141090095104,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 01:41:36 +0000 2020,466789572,Anne E. Patriot⭐️🇺🇸⭐️🇮🇱⭐️,,,,Sunshine USA
1270172327712456704,"@AFP @AFPgraphics Thank you so much @AFP, which has a dedicated professional team to make this concise Hong Kong chart.

Despite all the protest bans, the super-crowded book fairs and bankrupt Ocean Park are scheduled to open soon, probably because #wuhanvirus can choose when to infect others. https://t.co/kGzYvf5VNu",wuhanvirus,en,Tue Jun 09 01:54:16 +0000 2020,3525524773,Kok Kok 😷,,,,Reino Unido
1270172844555554817,"@AFP Thank you so much @AFP, which has a dedicated professional team to make this concise Hong Kong chart.

Despite all the protest bans, the super-crowded book fairs and bankrupt Ocean Park are scheduled to open soon, probably because #wuhanvirus can choose when to infect others. https://t.co/ud0oE6f5Bp",wuhanvirus,en,Tue Jun 09 01:56:19 +0000 2020,3525524773,Kok Kok 😷,,,,Reino Unido
1270173075540111362,"#WuhanVirus has insertions in its protein sequence that have never been detected in nature and contribute to its infectivity and pathogenicity.That is a has a receptor binding domain specifically designed for the human angiotensin...... 
#CCPVirus #xivirus
https://t.co/1riCSIdcIS",WuhanVirus CCPVirus xivirus,en,Tue Jun 09 01:57:14 +0000 2020,228023638,Abhishek Kashyap🇮🇳,82.5841815,19.9387045,"India, India",milky-way 
1270173611379343361,"Chinese Water Supply Contains Faecal Matter Aiding Spread of Coronavirus

https://t.co/6uPKXXTTQd

#coronavirus #ChinaCoronaVirus https://t.co/mcrYuRGq4A",coronavirus ChinaCoronaVirus,en,Tue Jun 09 01:59:22 +0000 2020,9707572,Daily Squib News,,,,All major cities worldwide
1270175713744826368,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:07:43 +0000 2020,328888957,Trudy Wrape Brandt,,,,Cape Girardeau  Missouri 
1270175801728806913,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:08:04 +0000 2020,1037401650,Nick 🇺🇸,,,,In yours arms ♡ 
1270177093272428551,"All for naught.
#CovidScam #Covid19 #ChinaVirus #WuFlu
#YouGotPlayed https://t.co/7KiOEWeUbE",CovidScam Covid19 ChinaVirus WuFlu YouGotPlayed,en,Tue Jun 09 02:13:12 +0000 2020,486995811,A.T.R. 🇺🇸,,,,U.S. of A.
1270180252447207424,@colpclark @mb_tolbert @ABC MyPOV: Bitcoin production was a good signal!! #covid19 #CCPVirus,covid19 CCPVirus,en,Tue Jun 09 02:25:45 +0000 2020,14562685,R “Ray” Wang 王瑞光 #DigitialGiants #Duopolies,,,,Silicon Valley | SF | 39.5k ft
1270182017792004096,"#ChinaLiedAndPeopleDied 
BBC News - Coronavirus: Lockdowns in Europe saved millions of lives https://t.co/JXJtPzEenc",ChinaLiedAndPeopleDied,en,Tue Jun 09 02:32:46 +0000 2020,1343382872,Anand K.Vajapeyam,,,,India
1270182218640625665,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:33:34 +0000 2020,1087030909684117509,Cletus Ray,,,,United States
1270182273896247296,#wuhanvirus  https://t.co/kLHHWvmfAq,wuhanvirus,und,Tue Jun 09 02:33:47 +0000 2020,1167489927065432064,kenji Arron BT Nickolas,,,,"Hawally, Kuwait"
