1262129658931355653,"#CCPVirus #ChinaLiedPeopleDie #Coronakrise 
KPCh-Virus (SARS-CoV2) zeigt: Vertrauen in KP-China ist gefährlich. Verbindung minimieren!

https://t.co/XTJT2q76jv https://t.co/sc3k90Zgnu",CCPVirus ChinaLiedPeopleDie Coronakrise,de,Sun May 17 21:15:34 +0000 2020,3909867868,Erik Rusch,,,,Berlin
1262096754020769792,"RT @MihirkJha: #ChinaLiedPeopleDied
Newly Leaked Information may offer insight into integrity of China's CoronaVirus Numbers.
A database le…",ChinaLiedPeopleDied,en,Sun May 17 19:04:49 +0000 2020,1206818925238878209,राहुल कुमार,,,,भारत 
1262096921285414913,Trump: We have a lot of information on Wuhan lab and it’s not good https://t.co/KYa9ApQPr2 #ChinaLiedPeopleDied #COVID19 #CoronaVirus #CoronaVirusUpdate #ChinaNeedsToPay #WeThePeople #WeThePeopleAreMadAsHell,ChinaLiedPeopleDied COVID19 CoronaVirus CoronaVirusUpdate ChinaNeedsToPay WeThePeople WeThePeopleAreMadAsHell,en,Sun May 17 19:05:29 +0000 2020,84602512,Ramona Eid,,,,Denver
1262097461029539841,"#Australia had 9 new #covoid cases today. #Ontario &amp; #Quebec today reported 170 deaths together Canada is doing great eh!
#cdnpoli
#coronavirus
#ChinaLiedPeopleDied",Australia covoid Ontario Quebec cdnpoli coronavirus ChinaLiedPeopleDied,en,Sun May 17 19:07:38 +0000 2020,582373690,Radicalized Grandpa,-79.820465,43.381396,"Burlington, Ontario, Canada",Purely Stone Age
1262098451443130370,RT @VOG_2020: #CCPVirus https://t.co/0vcBqHN4B9,CCPVirus,und,Sun May 17 19:11:34 +0000 2020,15995652,Animal Advocate MAGA,,,,"Pennsylvania, USA"
1262098832248188930,@BoycottHegemony The people in China and the rest of the world are victims. #CCP The#ccp Government of China is not. #coronavirus #CCP_is_terrorist #CCPLiedPeopleDied #CCPViurs,CCP coronavirus CCP_is_terrorist CCPLiedPeopleDied CCPViurs,en,Sun May 17 19:13:04 +0000 2020,943437575028699137,Molly😷 🖐🏼☝🏼🇭🇰🇹🇼🇺🇸🇬🇧💞,,,,United States
1262099520239702017,"已有62國支持澳洲提議，要究責 #武漢肺炎 責任所在
Coalition of 62 nations backs #Australia’s push for #COVID19 probe 
#ChinaLiedPeopleDie 

https://t.co/U0JM9nWCw0",武漢肺炎 Australia COVID19 ChinaLiedPeopleDie,ja,Sun May 17 19:15:48 +0000 2020,1213277714662080512,VanessaHsieh,,,,"Taipei City, Taiwan"
1262099684925071360,#BoycottChina https://t.co/X67x6FqSu7,BoycottChina,und,Sun May 17 19:16:28 +0000 2020,1035187861862141952,Ryan A. Workman,,,,"Pennsylvania, USA"
1262099783902248960,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 19:16:51 +0000 2020,231298680,Amit Jha,,,,New Delhi | India
1262100475404582914,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 19:19:36 +0000 2020,2897878003,Hiren Trivedi,,,,भारत
1262100793433391107,"""There will come a day when we evaluate what it is that needs to be done to convince the CCP that there are real costs—real costs—connected to this kind of misbehavior.""
 
Source: https://t.co/ZvjQUyZqVY

#Trump #Pompeo #China #CCP #CCPVirus #Pandemic #Accountability #Reparations https://t.co/3UGXjdISM4",Trump Pompeo China CCP CCPVirus Pandemic Accountability Reparations,en,Sun May 17 19:20:52 +0000 2020,1228779547652493312,Meme America GIF Again🇺🇸,,,,United States
1262101014200672256,"""No one wanted girls; many infant girls were left @ the market &amp; died of sun exposure. Maggots were all over their dead bodies."" 
ONE CHILD NATION: This is who the Left is rallying behind because of #TDS simply 

#China #Chinavirus #ChineseVirus #corruptWHO #NeverForget #COVID19 https://t.co/eqDWQozKp9",TDS China Chinavirus ChineseVirus corruptWHO NeverForget COVID19,en,Sun May 17 19:21:45 +0000 2020,872648292781490176,Megan Earth,,,,America
1262101029589364736,"#MadeInUSA 🌟🇺🇸🌟 

I'll gladly pay bit more: but never #China products again🤬 

#ChinaLiedAndPeopleDied 🤬🔥 Yet: #Democrats cheer them on🤦‍♀️ #ChinaVirus #WuhanCoronavirus #COVID19 #Coronavirus 

#ReopenAmerica #VoterID now✔ https://t.co/xi6CPUkLNI",MadeInUSA China ChinaLiedAndPeopleDied Democrats ChinaVirus WuhanCoronavirus COVID19 Coronavirus ReopenAmerica VoterID,en,Sun May 17 19:21:48 +0000 2020,1174014531602997248,Nani of Eight ❤NEVER #DACA 💥#Trump2020 🇺🇸 #MAGA,,,,USA 🇺🇸 
1262101279523975178,"RT @CIG_KingJames: America and the world must consider and declare #CCPVirus cover up as an act of terrorism!

Peter Navarro blames China f…",CCPVirus,en,Sun May 17 19:22:48 +0000 2020,821362524410945536,🇺🇸🇺🇸🇺🇸Jeannie ⭐⭐⭐⭐,,,,"""Georgia on my Mind!"""
1262103078842494976,@realDonaldTrump 💐🙏 Stand Together 🇮🇳💖🇺🇸    #ChinaLiedPeopleDied  #China_is_terrorist #chinaIsAsshoe  #ChinaVirus #WuhanVirus #ChinaPneumonia #ChinaMustPay #ChinaLies #CCPVirus_Coronavirus #XijinpingVirus #USA #DonaldTrump #BoycottChineseProducts #AmericaFirst #CKMKB #BanTikTokApp #USA #Trump https://t.co/49dpOA8QYN,ChinaLiedPeopleDied China_is_terrorist chinaIsAsshoe ChinaVirus WuhanVirus ChinaPneumonia ChinaMustPay ChinaLies CCPVirus_Coronavirus XijinpingVirus USA DonaldTrump BoycottChineseProducts AmericaFirst CKMKB BanTikTokApp USA Trump,en,Sun May 17 19:29:57 +0000 2020,328885060,Sαмα∂нαη Ƙнαη∂αgℓє #UCC 🅙,,,,Ƙσℓнαρυя ǀη∂ια
1262103202998235137,Sure would like to see the supporting data.  Is this about a virus or an election?  #CCPVirus https://t.co/ywUKd1eF2D,CCPVirus,en,Sun May 17 19:30:26 +0000 2020,234905293,PatriotCher🇺🇸,,,,Northeast USA
1262103283650269184,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 19:30:46 +0000 2020,377465883,Nikhil Kulkarni 🇮🇳,,,,Mumbai & Goa
1262103990235512833,The Farmes Daily News wurde soeben publiziert! https://t.co/SGRIEoay0d Vielen Dank an @JustLulu2617 @CosmaiLuca @SKumarKommineni #river #wuhanvirus,river wuhanvirus,de,Sun May 17 19:33:34 +0000 2020,18681786,hpnx6325,,,,"Berlin, Rome, NY, BC"
1262104127284195328,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 19:34:07 +0000 2020,584509214,ഭാരതീയൻ,,,,"Doha, Qatar"
1262104632702103552,#ChinaLiedAndPeopleDied #ChinaVirus #WuhanVirus ##QuidProJoe #PedoJoe #ObamaBidenGate. #NoJoe #SleepyJoeBiden #TDSisTheRealVirus https://t.co/DwRlfZpAZ8,ChinaLiedAndPeopleDied ChinaVirus WuhanVirus QuidProJoe PedoJoe ObamaBidenGate NoJoe SleepyJoeBiden TDSisTheRealVirus,und,Sun May 17 19:36:07 +0000 2020,1154234184702951425,Nv_PoolMan 🇺🇸🇺🇸,,,,"Las Vegas, NV"
1262104645318647810,"https://t.co/X6DAewT4BS 
#ChinaLiedPeopleDied 👊👊",ChinaLiedPeopleDied,und,Sun May 17 19:36:10 +0000 2020,756127911242043392,GiangNam,,,,United States
1262105392693248003,"RT @mom_notyour: @MariaBartiromo @SundayFutures @FoxNews @realDonaldTrump #AnonsKnow 
#Qsentme 
#WWG1WGA 
#TheGreatAwakening 
#ChinaLiedPeo…",AnonsKnow Qsentme WWG1WGA TheGreatAwakening,und,Sun May 17 19:39:09 +0000 2020,1012068542286475264,JoniBaloney2118,,,,Fly-Over Country
1262105550864646144,"Public vs [matters of NATIONAL SECURITY] 
#QAnon 
President @realDonaldTrump 
Interview 
""We have alot of information on the Wuhan Lab and it's Not Good"" 
Public vs [matters of NATIONAL SECURITY]
#QAnon 
https://t.co/4vXJ0u9Z8Y 
#ChinaLiedAndPeopleDied 
#Covid_19 
#coronavirus https://t.co/8YzD13OsNY https://t.co/Eg7vR0Etat",QAnon QAnon ChinaLiedAndPeopleDied Covid_19 coronavirus,en,Sun May 17 19:39:46 +0000 2020,858712682,American Woman,,,,New York
1262105960098795522,China Poised To Buy Up #Texas Oil Amid Coronavirus Slump https://t.co/TSndpD7S9G #CCOT #ciot #tcot #tiot @GregAbbott_TX #Deplorables #ChinaLiedPeopleDied,Texas CCOT ciot tcot tiot Deplorables ChinaLiedPeopleDied,en,Sun May 17 19:41:24 +0000 2020,60426701,DR.,,,,USA
1262105995448397824,"RT @abishekchopra: #NeverForget #NeverForgive 
#CCPVirus #ChinaLiedPeopleDied #WorldHealthAssembly",NeverForget NeverForgive CCPVirus ChinaLiedPeopleDied WorldHealthAssembly,und,Sun May 17 19:41:32 +0000 2020,66575313,David,,,,En el mismo lugar de siempre
1262106103099293699,#ChinaLiedPeopleDied https://t.co/1LyGrN5QsG,ChinaLiedPeopleDied,und,Sun May 17 19:41:58 +0000 2020,66575313,David,,,,En el mismo lugar de siempre
1262107931891417091,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 19:49:14 +0000 2020,922707768,🇮🇳Shashank Tripathi🇮🇳,,,,"Bela Pratapgarh, India"
1262109082099560456,"RT @Cat_Kapow: 🇨🇳#MakeChinaPay #CCPVirus #WuhanVirus 
#Murderers 
https://t.co/ldaKj6G5Qs",MakeChinaPay CCPVirus WuhanVirus Murderers,und,Sun May 17 19:53:48 +0000 2020,885112755837173760,JIMMY O Brien,,,,Waterford  ireland
1262109228577075205,"Shi Zheng Li, Wuhan Institute of Virology, China collected coronavirus that can infect humans from Caves of Yunnan 2000 km away from Wuhan. This virus is only present only in Yunnan or Wuhan Institute of Virology #CCPVirus @PMO @POTUS  https://t.co/HOeGxs5bml https://t.co/XudmZe28oc",CCPVirus,en,Sun May 17 19:54:23 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262109585852129285,"Before participation of #Taiwan in World Health Assembly meeting #China received second wave of 21 new cases of #CCPVirus COVID19 infections on May 16 in #Wuhan where the outbreak originated, including 13 asymptomatic cases of #COVID19 
China's lost battle of hide and seek game",Taiwan China CCPVirus Wuhan COVID19,en,Sun May 17 19:55:48 +0000 2020,2549505211,Abhijit Chatterjee,,,,"Mumbai, Delhi, Kolkata, India"
1262110953270722561,"@DrTedros Focus on action rather than empty words.
#WHOLiedPeopleDied
#ChinaMustExplain
#ChinaLiedPeopleDied
#ChinaMustPay
#WuhanCoronavirus
NOT #covid19",WHOLiedPeopleDied ChinaMustExplain ChinaLiedPeopleDied ChinaMustPay WuhanCoronavirus covid19,en,Sun May 17 20:01:14 +0000 2020,1177662267770277888,👶🏻Koi🎏 🕖🕑🕐,,,,"Hashimoto-shi, Wakayama"
1262110965836976131,"Coronavirus: US May Soon Not Be Able to Pay Its Debt Liabilities

https://t.co/3mTrmcH0sQ

#coronavirususa #covid19usa https://t.co/5xk1OuqyaQ",coronavirususa covid19usa,en,Sun May 17 20:01:17 +0000 2020,9707572,Daily Squib News,,,,All major cities worldwide
1262113464136413184,#Covid_19 #COVID19 #ChinaVirus #CCPVirus #StandWithHongKong #StandWithTaiwan #StandUp4HumanRights https://t.co/uK0mQtugJ4,Covid_19 COVID19 ChinaVirus CCPVirus StandWithHongKong StandWithTaiwan StandUp4HumanRights,und,Sun May 17 20:11:13 +0000 2020,1132645736234065920,Elfida💙🍃 #UyghurGenocide,,,, 💙
1262114456483647488,"RT @CIG_KingJames: America and the world must consider and declare #CCPVirus cover up as an act of terrorism!

Peter Navarro blames China f…",CCPVirus,en,Sun May 17 20:15:10 +0000 2020,4670214337,Tom Gilchrist,,,,"Orlando, FL"
1262114990221385730,Never forget: #ChinaLiedAndPeopleDied https://t.co/iz28bkuWIG,ChinaLiedAndPeopleDied,en,Sun May 17 20:17:17 +0000 2020,1014702691594002433,Fmr. Sheriff Mark Curran (R-IL) 🇺🇸,,,,Illinois
1262115463728955392,RT @ElectMarkCurran: Never forget: #ChinaLiedAndPeopleDied,ChinaLiedAndPeopleDied,en,Sun May 17 20:19:10 +0000 2020,1160656621170810880,Alex Walker: STAND UP IL🇺🇸,,,,"Illinois, USA"
1262115752556912640,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 20:20:19 +0000 2020,399900521,Nat Iyer,,,,N. California; Bangalore 
1262116315558535173,RT @ElectMarkCurran: Never forget: #ChinaLiedAndPeopleDied,ChinaLiedAndPeopleDied,en,Sun May 17 20:22:33 +0000 2020,1305314474,Nick Curran,,,,"Chicago, IL"
1262116889318260738,"#BoycottChina #COVID19Pandemic #worldwide 
China could have stopped Covid19 but they didn't.  
#ChinaLiedAndPeopleDied  
https://t.co/sKygort80K",BoycottChina COVID19Pandemic worldwide ChinaLiedAndPeopleDied,en,Sun May 17 20:24:50 +0000 2020,1088701728004939776,Nyhetsbevakning - News Coverage,,,,Sweden 🇸🇪
1262116924277903360,"RT @CIG_KingJames: America and the world must consider and declare #CCPVirus cover up as an act of terrorism!

Peter Navarro blames China f…",CCPVirus,en,Sun May 17 20:24:58 +0000 2020,466563097,🐢Peter Wiggin🐢 (the real one) 🦑wigone🐝,,,,"Mansfield, Ohio"
1262117552722870272,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 20:27:28 +0000 2020,535599798,Harish M,,,,"Bengaluru, Karnataka"
1262117753919541249,No one should ever keep up with the Joneses! Just drag them down to your level it's much cheaper &amp; safer especially with the #CCPVirus #COVID19,CCPVirus COVID19,en,Sun May 17 20:28:16 +0000 2020,40845163,Imali,,,,East Africa
1262118499909906435,"RT @kazeokazeo: 中国北東部の瀋陽市、3人が新型ウイルス感染で7500人を隔離 https://t.co/CmqVi4uV1l @afpbbcomさんから
 #China #Shenyang #COVID19 #CCPVirus #Quarantine #瀋陽 #…",China Shenyang COVID19 CCPVirus Quarantine 瀋陽,ja,Sun May 17 20:31:14 +0000 2020,131700833,kazeoかぜお,,,,和歌 和歌山市
1262119435491520512,#ChinaVirus #COVID19 #ChinaVirus #CCPVirus #StandWithHongKong #StandWithTaiwan #StandUp4HumanRights #CCP_is_terrorist https://t.co/EsneZVjMGR,ChinaVirus COVID19 ChinaVirus CCPVirus StandWithHongKong StandWithTaiwan StandUp4HumanRights CCP_is_terrorist,und,Sun May 17 20:34:57 +0000 2020,1132645736234065920,Elfida💙🍃 #UyghurGenocide,,,, 💙
1262119594824630273,"https://t.co/on4l8gZObz
#新型コロナウィルス 
#COVID19 #CCPVirus #Quarantine",新型コロナウィルス COVID19 CCPVirus Quarantine,und,Sun May 17 20:35:35 +0000 2020,131700833,kazeoかぜお,,,,和歌 和歌山市
1262119683659976704,#CCPVirus #COVID19 https://t.co/SmXdgvjlvx,CCPVirus COVID19,und,Sun May 17 20:35:56 +0000 2020,1254536419231404032,Matthew Dyer,,,,Vancouver Island 🇨🇦
1262120997207056385,"🚨Spain Suffers BIGLY in Pandemic for Covering Up for China #CCPVirus 

https://t.co/Lhe5Og1HoJ

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/EVtoOQCgmS",CCPVirus,en,Sun May 17 20:41:09 +0000 2020,738856920937861120,Ava,,,,"CommiePinko🤬Connecticut, USA"
1262121769235709952,"How @ChinaDaily is spreading lie, shameless China. Excerpt from same Research Paper ""received a visit by her parents from Wuhan. This viral journey from Wuhan to Mexico, lasting a month, is documented by 10 mutations .."" #CCPVirus #COVID19 @ChinaInFocusNTD @Reuters https://t.co/QwSRwL6AKV",CCPVirus COVID19,en,Sun May 17 20:44:13 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262122273151922176,"RT @NTD_JAPAN: 武漢の全住民核酸検査 実現性と安全性に疑問

#核酸検査 #PCR検査 #中共病毒 #中共ウイルス #CCPVirus #武漢肺炎 #武漢 #新型コロナウイルス #コロナ #感染 #Covid19 #中国情報 #新唐人 #NTD #NTDJapan…",核酸検査 PCR検査 中共病毒 中共ウイルス CCPVirus 武漢肺炎 武漢 新型コロナウイルス コロナ 感染 Covid19 中国情報 新唐人 NTD NTDJapan,ja,Sun May 17 20:46:13 +0000 2020,190714857,bettymama,,,,板橋区
1262122397844541441,.@GStephanopoulos #Trump's praise of #XiJinping had...anything...to do w/problems w/the US #CCPVirus response in February?  &amp; it stemmed from Trump's fear that #China would walk away from the #trade deal?  Which #Beijing still hasn't threatened?  https://t.co/tCkfwD7swR #COVID19,Trump XiJinping CCPVirus China trade Beijing COVID19,en,Sun May 17 20:46:43 +0000 2020,790546093,(((Alan Tonelson))),,,,"Riverdale Park, MD "
1262122596541313026,"RT @Jackson2020KAG: 🇺🇲
 Just sad sad sad  ☣  SMH

#ChinaVirus   #VirusNancy
 C  🇨🇳  H  🇨🇳  I  🇨🇳  N  🇨🇳  A 
#ChinaLiedAndPeopleDied https:/…",ChinaVirus VirusNancy ChinaLiedAndPeopleDied,en,Sun May 17 20:47:30 +0000 2020,958563586468646913,🗽 J A C K S O N ☆ ☆ ☆ 🇺🇸,,,,"Washington, DC  🇺🇸"
1262123251372883968,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 20:50:06 +0000 2020,45846954,Holier Than Thou,,,,India
1262124020708884486,The content marketing Daily is out! https://t.co/kXojYKhegC Stories via @ChildreninNI #wuhan #wuhanvirus,wuhan wuhanvirus,en,Sun May 17 20:53:10 +0000 2020,32411987,Jessica Rosengard,,,,Chicago
1262124074609905667,"中共要武汉武汉官员承担罪责，躲得了武汉🦠冠状病毒，躲不过共匪中共的秋后算账…，一难接一难、惊悚夺命。
#CCPVirus #COVID19
#中共病毒 #习近平病毒 #新冠病毒 #生化武器 #李文亮 #李泽华 #方斌 #陈秋实 #艾芬🆘🦠🧬 https://t.co/5uEADgwcId",CCPVirus COVID19 中共病毒 习近平病毒 新冠病毒 生化武器 李文亮 李泽华 方斌 陈秋实 艾芬,zh,Sun May 17 20:53:23 +0000 2020,234855418,韩荣利,,,,巴黎
1262124096017571840,RT @ElectMarkCurran: Never forget: #ChinaLiedAndPeopleDied,ChinaLiedAndPeopleDied,en,Sun May 17 20:53:28 +0000 2020,91178263,Regina,,,,United States
1262124230478618632,"中共要武汉武汉官员承担罪责，躲得了武汉🦠冠状病毒，躲不过共匪中共的秋后算账…，一难接一难、惊悚夺命。

#CCPVirus #COVID19
#中共病毒 #习近平病毒 #新冠病毒 #生化武器 #李文亮 #李泽华 #方斌 #陈秋实 #艾芬🆘🦠🧬 https://t.co/nl2MlCLGuD",CCPVirus COVID19 中共病毒 习近平病毒 新冠病毒 生化武器 李文亮 李泽华 方斌 陈秋实 艾芬,zh,Sun May 17 20:54:00 +0000 2020,234855418,韩荣利,,,,巴黎
1262125068571770885,"RT @hanrongli: 中共要武汉武汉官员承担罪责，躲得了武汉🦠冠状病毒，躲不过共匪中共的秋后算账…，一难接一难、惊悚夺命。

#CCPVirus #COVID19
#中共病毒 #习近平病毒 #新冠病毒 #生化武器 #李文亮 #李泽华 #方斌 #陈秋实 #艾芬🆘🦠🧬",CCPVirus COVID19 中共病毒 习近平病毒 新冠病毒 生化武器 李文亮 李泽华 方斌 陈秋实 艾芬,zh,Sun May 17 20:57:20 +0000 2020,407294115,henry shen,,,,United States
1262125323266797569,The catch - &amp; it's interesting - the checks need to be spent in 10 days or they expire:  https://t.co/KG9nMhsz6K #CCPVirus #stimulus #economy #WuhanVirus #coronavirus #COVID19 #consumer,CCPVirus stimulus economy WuhanVirus coronavirus COVID19 consumer,en,Sun May 17 20:58:20 +0000 2020,790546093,(((Alan Tonelson))),,,,"Riverdale Park, MD "
1262126038261301251,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 21:01:11 +0000 2020,101062989,Right is Right,,,,"Den Haag, Nederland"
1262126297326800897,"@PDChina What have you spread there ? 🤔 Corona or something else ? 🐜🕷️🐛

#ChinaVirus #ChinaLiedAndPeopleDied #Chinamustfall #WuhanVirus #BoycottChina #Covid_19 https://t.co/6KyO9k1hNQ",ChinaVirus ChinaLiedAndPeopleDied Chinamustfall WuhanVirus BoycottChina Covid_19,en,Sun May 17 21:02:13 +0000 2020,1258627964918476802,Umar Farooq,,,,"Srinagar, India"
1262127353674768387,"RT @CIG_KingJames: America and the world must consider and declare #CCPVirus cover up as an act of terrorism!

Peter Navarro blames China f…",CCPVirus,en,Sun May 17 21:06:24 +0000 2020,432579849,❤️RV Life,,,,United States
1262127503709216777,"#coronavirus #coronaindia #india #LockdownExtended #lockdown #Lockdown4 #vaccine #billgates 
Who wants his vaccine when he has already killed many children in India ? https://t.co/Ixt4gsh7ly",coronavirus coronaindia india LockdownExtended lockdown Lockdown4 vaccine billgates,en,Sun May 17 21:07:00 +0000 2020,1247576365785690112,A A,,,,delhi
1262127600681406465,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 21:07:23 +0000 2020,4539968599,JaiShreeRam,,,,"Vadapalani, Egmore Nungambakka"
1262127650874593280,#CCP_is_terrorist is testing with #Fake testing kit with no positive outcome..... #CCPVirus https://t.co/KXrcCKLgbB,CCP_is_terrorist Fake CCPVirus,en,Sun May 17 21:07:35 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262127657640050688,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 21:07:37 +0000 2020,116749385,Biswajeet Dash,,,,Odisha/Bangalore
1262128435322904576,"#China is the #Virus
#MadeInChina #BoycottChina #COVID19 #ChineseVirus #ChinaMustPay #coronavirus #Dogs @CNNEE @CCTV @ChinaDaily https://t.co/qEvcwlf9sK",China Virus MadeInChina BoycottChina COVID19 ChineseVirus ChinaMustPay coronavirus Dogs,en,Sun May 17 21:10:42 +0000 2020,164842879,Andrés A. Pineda Dávila,,,,"Belgrado, República de Serbia"
1262129380274270208,@charliekirk11 @realDonaldTrump #ChinaLiedPeopleDied  #China_is_terrorist #chinaIsAsshoe  #ChinaVirus #WuhanVirus #ChinaPneumonia #ChinaMustPay #ChinaLies #CCPVirus_Coronavirus #XijinpingVirus #USA #DonaldTrump #BoycottChineseProducts #AmericaFirst #CKMKB #BanTikTokApp #USA #Trump https://t.co/4PclFarJgi,ChinaLiedPeopleDied China_is_terrorist chinaIsAsshoe ChinaVirus WuhanVirus ChinaPneumonia ChinaMustPay ChinaLies CCPVirus_Coronavirus XijinpingVirus USA DonaldTrump BoycottChineseProducts AmericaFirst CKMKB BanTikTokApp USA Trump,und,Sun May 17 21:14:28 +0000 2020,328885060,Sαмα∂нαη Ƙнαη∂αgℓє #UCC 🅙,,,,Ƙσℓнαρυя ǀη∂ια
1262129409105920002,"@ArvindKejriwal and @PMO Have you planned for herd Immunity for India, the decision taken today in Delhi to open may lead to Mass Fatalities very soon #COVID19 #CCPVirus https://t.co/6ygMny7dQl",COVID19 CCPVirus,en,Sun May 17 21:14:35 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262130012196487168,"@LizRNC @HeyTammyBruce Didn't even think about that, because its SO obvious it eluded me.

New York had thousands of available hospital beds for #wuhanvirus patients and yet they didn't use them, instead putting them in facilities with the most vulnerable people possible to this virus.

Now this:  Why?",wuhanvirus,en,Sun May 17 21:16:58 +0000 2020,1217485943742943233,R.P. Enheim,,,,California's First
1262130674997194753,"@RealJamesWoods Democrats released criminals to make room for business owners and beach goers.

They demanded hospital beds and then sent #wuhanvirus patients to nursing homes anyway.

This all doesn't seem accidental.",wuhanvirus,en,Sun May 17 21:19:36 +0000 2020,1217485943742943233,R.P. Enheim,,,,California's First
1262131442408058880,"@HeyTammyBruce They were releasing criminals from jails to keep them out of facilities where #wuhanvirus wasn't affecting yet.

At the same time they are putting infected patients into the homes of the elderly, who are the only real at risk group.

How is this not intentional? Any theories?",wuhanvirus,en,Sun May 17 21:22:39 +0000 2020,1217485943742943233,R.P. Enheim,,,,California's First
1262131953261858816,"RT @mom_notyour: @MariaBartiromo @SundayFutures @FoxNews @realDonaldTrump #AnonsKnow 
#Qsentme 
#WWG1WGA 
#TheGreatAwakening 
#ChinaLiedPeo…",AnonsKnow Qsentme WWG1WGA TheGreatAwakening,und,Sun May 17 21:24:41 +0000 2020,1077369913713614849,@mothleonel,,,,🇵🇦100%chorrerano507🇵🇦
1262132362265026560,"@chenweihua @SecPompeo Hey Chen Weihua, 

Get off the CCP train. Come to the side of freedom and democracy before the US and the World start to tighten the grip on CCP

#CCPVirus 
#COVID19 
@zlj517",CCPVirus COVID19,en,Sun May 17 21:26:19 +0000 2020,47388418,"Jess Sandhu ∞, CCP is evil empire, 🚫 by @zlj517",,,,The Milky Way 🌌
1262133090056634374,@realPolitiDiva #PROTECTOURSENIORS #COVID19 #CCPVirus @NYGovCuomo @realDonaldTrump https://t.co/MMVsTiPEUb,PROTECTOURSENIORS COVID19 CCPVirus,und,Sun May 17 21:29:12 +0000 2020,26645945,N8,,,,Beaver Valley
1262133137724719105,"@chenweihua @SecPompeo The day of reckoning is coming soon for CCP. No amount of trickery and fraud can save your sorry a**

#ChinaLiedPeopleDied 
#COVID19",ChinaLiedPeopleDied COVID19,en,Sun May 17 21:29:23 +0000 2020,47388418,"Jess Sandhu ∞, CCP is evil empire, 🚫 by @zlj517",,,,The Milky Way 🌌
1262134009712144385,"@StevenWMosher     Have you seen this!!!!! #ChinaLiedPeopleDie #CoronaUpdates #COVID19 #huangyanling 
https://t.co/aptY6vd7Kg",ChinaLiedPeopleDie CoronaUpdates COVID19 huangyanling,en,Sun May 17 21:32:51 +0000 2020,997625483834486784,Erica Sales,,,,LA LA Land 
1262135768711077892,"#ChinaLiedAndPeopleDied  #ChinaVirus
Talk about a deflection by China! Pollution levels are down from #Covid19 just don't mind the smell of the dead bodies piling up by the thousands! https://t.co/EPyAbTHBwE",ChinaLiedAndPeopleDied ChinaVirus Covid19,en,Sun May 17 21:39:51 +0000 2020,1248999920910118919,Catfuzzylogic,,,,Deep in the Heart of Georgia. 
